0	170.0346
10	170.2838
20	170.4881
30	170.7113
40	170.9465
50	171.1706
60	171.4028
70	171.6118
80	171.8376
90	172.0701
100	172.2823
110	172.4818
120	172.7138
130	172.9446
140	173.1674
150	173.3853
160	173.6025
170	173.8241
180	174.0315
190	174.2332
200	174.4483
210	174.6449
220	174.8535
230	175.0598
240	175.2765
250	175.4788
260	175.6886
270	175.8839
280	176.0745
290	176.2658
300	176.4623
310	176.6669
320	176.8516
330	177.0461
340	177.22
350	177.4135
360	177.626
370	177.802
380	178.012
390	178.1859
400	178.3225
410	178.5297
420	178.7215
430	178.9197
440	179.0942
450	179.2829
460	179.4785
470	179.6338
480	179.8262
490	180.0239
500	180.1929
510	180.3301
520	180.5396
530	180.7108
540	180.8945
550	181.0828
560	181.2511
570	181.4289
580	181.6031
590	181.7751
600	181.9314
610	182.1072
620	182.2806
630	182.4455
640	182.5806
650	182.7753
660	182.9672
670	183.1299
680	183.2687
690	183.4008
700	183.5321
710	183.7007
720	183.8476
730	184.0465
740	184.2074
750	184.3665
760	184.5015
770	184.6615
780	184.8451
790	185.007
800	185.1646
810	185.2641
820	185.42
830	185.5929
840	185.693
850	185.8624
860	186.0076
870	186.1553
880	186.2822
890	186.392
900	186.5632
910	186.7261
920	186.8641
930	187.0128
940	187.1105
950	187.2482
960	187.3867
970	187.4861
980	187.6246
990	187.7888
1000	187.9466
1010	188.0449
1020	188.1679
1030	188.2826
1040	188.45
1050	188.5734
1060	188.7
1070	188.8211
1080	188.967
1090	189.1263
1100	189.2373
1110	189.3458
1120	189.4731
1130	189.6356
1140	189.7776
1150	189.8766
1160	189.9883
1170	190.1246
1180	190.2225
1190	190.3558
1200	190.4863
1210	190.6179
1220	190.6775
1230	190.7918
1240	190.9299
1250	191.059
1260	191.1879
1270	191.283
1280	191.4062
1290	191.5222
1300	191.6334
1310	191.76
1320	191.8875
1330	192.0047
1340	192.0858
1350	192.1808
1360	192.3074
1370	192.4227
1380	192.5424
1390	192.6584
1400	192.7672
1410	192.866
1420	192.9853
1430	193.1012
1440	193.1987
1450	193.3101
1460	193.3918
1470	193.5258
1480	193.6273
1490	193.7213
1500	193.8451
1510	193.9027
1520	194.003
1530	194.0941
1540	194.2249
1550	194.2794
1560	194.3873
1570	194.4859
1580	194.5803
1590	194.6713
1600	194.76
1610	194.8582
1620	194.9546
1630	195.0461
1640	195.1372
1650	195.2159
1660	195.3241
1670	195.4078
1680	195.5012
1690	195.615
1700	195.7036
1710	195.8022
1720	195.9053
1730	195.9766
1740	196.0639
1750	196.1664
1760	196.277
1770	196.3885
1780	196.4568
1790	196.5443
1800	196.6498
1810	196.7786
1820	196.8588
1830	196.9338
1840	197.0359
1850	197.1228
1860	197.2107
1870	197.2968
1880	197.3785
1890	197.4659
1900	197.5281
1910	197.6253
1920	197.6982
1930	197.7725
1940	197.851
1950	197.9318
1960	198.0212
1970	198.0993
1980	198.1812
1990	198.2484
2000	198.3172
2010	198.4073
2020	198.4758
2030	198.5469
2040	198.6225
2050	198.6948
2060	198.765
2070	198.8301
2080	198.8853
2090	198.9672
2100	199.0562
2110	199.1329
2120	199.1945
2130	199.2488
2140	199.3144
2150	199.396
2160	199.4735
2170	199.5384
2180	199.6054
2190	199.6788
2200	199.7496
2210	199.8127
2220	199.8655
2230	199.9523
2240	200.0461
2250	200.1036
2260	200.1506
2270	200.2328
2280	200.3104
2290	200.3699
2300	200.4457
2310	200.5095
2320	200.5805
2330	200.6571
2340	200.7106
2350	200.778
2360	200.8188
2370	200.8825
2380	200.9432
2390	201.0222
2400	201.0966
2410	201.1584
2420	201.2116
2430	201.257
2440	201.3104
2450	201.3806
2460	201.4536
2470	201.5084
2480	201.5553
2490	201.6077
2500	201.6575
2510	201.7199
2520	201.7657
2530	201.8122
2540	201.8721
2550	201.9152
2560	201.9673
2570	202.0015
2580	202.0527
2590	202.1008
2600	202.1373
2610	202.1874
2620	202.2386
2630	202.2894
2640	202.3394
2650	202.3858
2660	202.4442
