0	165
4.515038534	165.1086499
11.9595782	165.2868424
15.20647472	165.3641445
18.59398219	165.4443607
19.55471505	165.4669879
57.73078987	166.3612242
65.53208081	166.5429631
75.31422255	166.7695958
78.47124058	166.8423335
84.25225778	166.9747881
84.25225778	166.9747881
104.5712737	167.4351358
104.9384288	167.443407
106.0872481	167.4691406
117.3309784	167.7195609
118.1685393	167.7381079
141.9468226	168.2616106
142.4960748	168.2736326
148.1817176	168.3973522
159.1773061	168.6352088
163.7669625	168.7339047
167.5111668	168.8139408
177.3710555	169.0234438
177.791217	169.0323176
180.9074154	169.0977328
194.0450422	169.3718363
209.2001981	169.6860936
238.602603	170.2920183
256.6653107	170.6619426
260.3314689	170.7365562
271.306359	170.9585124
272.8205477	170.9889415
275.2819562	171.0380909
302.1322467	171.5708007
325.6835265	172.0350435
390.838458	173.3110377
407.1792977	173.6289651
436.4582943	174.1948695
439.1512989	174.2465752
452.5568318	174.5022456
457.7889141	174.6013621
470.2117121	174.8351095
516.7808113	175.7053928
537.3827774	176.0877653
543.1585361	176.1942241
575.7313167	176.7904363
588.4609887	177.0218108
602.0904752	177.2677958
619.14203	177.5733596
621.8285482	177.6211582
625.3417074	177.6832146
631.5409689	177.7919248
640.8389675	177.9537844
708.9927125	179.1314811
732.2142786	179.5297774
734.8138867	179.5740331
783.2789886	180.3928995
784.8259524	180.418839
797.1084939	180.6232205
806.4799077	180.7779613
835.6111303	181.2552472
864.1719704	181.7195322
873.1890354	181.8649595
898.7318123	182.2736439
928.605806	182.7478039
936.2796296	182.8686206
984.314734	183.6187368
994.4610118	183.7758823
1026.890654	184.2740016
1028.361932	184.2964122
1041.218707	184.4906009
1066.697426	184.8721702
1068.972861	184.9059558
1073.597657	184.9740328
1080.296808	185.0717868
1113.263503	185.5486171
1129.914099	185.7873201
1150.639511	186.0817867
1152.179589	186.103471
1160.980667	186.2262637
1179.896598	186.4877575
1195.619668	186.7031007
1198.369442	186.7404096
1211.070145	186.911107
1233.764201	187.2132103
1235.689027	187.2385872
1240.7513	187.3046803
1252.469545	187.4561737
1271.908758	187.7049956
1272.21953	187.7089338
1275.295201	187.747515
1284.52147	187.8620683
1305.156395	188.1156303
1326.026922	188.3694159
1328.297481	188.3967353
1336.397521	188.4931581
1339.857444	188.5339022
1362.702774	188.8000046
1393.342506	189.1529743
1504.50709	190.4193612
1563.629264	191.0853134
1570.024058	191.1565258
1575.159798	191.2130601
1576.319486	191.2256775
1634.355203	191.8496775
1678.744594	192.3212704
1696.857633	192.5113849
1699.422758	192.5379801
1751.855644	193.0748928
1754.342754	193.1000425
1772.717197	193.2834929
1778.900902	193.3444395
1792.114998	193.4729862
1804.050101	193.5875632
1824.57725	193.7819964
1830.882787	193.8409153
1851.089347	194.027139
1853.007907	194.0445748
1854.75636	194.060241
1890.176896	194.3730752
1905.911315	194.5100275
1921.824002	194.6464947
1992.40037	195.2427239
1994.796569	195.2626603
1995.356075	195.2672438
2053.529748	195.7363563
2103.264965	196.1310549
2104.0203	196.1369526
2111.897697	196.197451
2142.252871	196.4266933
2202.487373	196.8738742
2290.108299	197.5131565
2297.286328	197.5646086
2305.71512	197.6239473
2333.18573	197.8138242
2340.341278	197.8623674
2344.64566	197.8910174
2376.203715	198.0970283
2455.046666	198.6016232
2484.131826	198.7840454
2488.702307	198.8121264
2490.225655	198.8212908
2514.313703	198.9631213
2522.211568	199.008613
2531.348395	199.0600716
2540.950554	199.1129219
2542.430109	199.120876
2643.963239	199.6537218
2721.128641	200.0488087
2844.509813	200.6647275
2862.720028	200.753302
2923.694399	201.0420766
2974.970396	201.2783564
3096.104457	201.821037
3098.481106	201.8313802
3162.709811	202.1026822
3165.550996	202.1143197
3193.99893	202.2272011
3212.578247	202.2985457
3227.693923	202.3546551
3259.42898	202.4683935
3263.961815	202.484059
3266.983464	202.494115
3287.631454	202.5601886
3365.134346	202.7982775
3399.840028	202.900451
3532.661506	203.2744763
3631.8811	203.5411786
3649.937557	203.5874031
3688.078563	203.680162
3801.774277	203.942117
3808.688861	203.9571631
3877.206046	204.0974863
3900.939369	204.1430543
3978.850059	204.2826702
4227.377416	204.6962197
4318.533535	204.8362355
4521.437825	205.1219248
4527.580363	205.1297872
4661.415063	205.2839648
4698.063621	205.3214929
4867.010088	205.472869
4909.743713	205.5056884
4930.333891	205.5188661
5109.709221	205.6107063
5182.038493	205.6384807
5373.572052	205.6875133
6891.584535	205.8818189
